stem,sensor,sensor_family,tier,category,category_label,anomaly_type,bands,height,width,anomaly_px,anomaly_pct,cube_url,gt_url,preview_url
ang20191004t215336_1,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191004t215336_10,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191004t215336_2,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191004t215336_3,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191004t215336_4,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191004t215336_5,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191004t215336_6,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191004t215336_7,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191004t215336_8,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191004t215336_9,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191027t204454_1,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191027t204454_2,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191027t204454_3,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191027t204454_4,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191027t204454_5,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191027t204454_6,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191027t204454_7,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191027t204454_8,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20191027t204454_9,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_1,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_10,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_11,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_12,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_13,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_14,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_15,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_16,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_17,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_18,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_19,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_2,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_20,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_21,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_22,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_23,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_24,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_25,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_26,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_27,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_28,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_29,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_3,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_30,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_31,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_4,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_5,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_6,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_7,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_8,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
ang20210614t141018_9,aviris_ng,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),425,81,81,0,,,,
f080709t01p00r15_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f080709t01p00r15_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f080709t01p00r15_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f080723t01p00r06_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f080723t01p00r07_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f080723t01p00r07_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_10,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_11,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_12,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_7,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_8,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090706t01p00r06_9,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090710t01p00r10_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,130,130,0,,,,
f090710t01p00r10_10,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_11,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_12,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_13,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_14,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_15,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_16,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_17,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_18,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_19,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_20,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_21,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_22,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_23,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_24,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_25,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_26,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_27,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_28,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_29,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_30,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_31,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_32,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_33,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_34,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_35,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_36,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_37,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_38,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_39,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_40,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_41,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_42,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_7,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_8,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090710t01p00r10_9,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,66,66,0,,,,
f090715t01p00r11_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_10,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_11,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_12,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_13,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_7,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_8,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f090715t01p00r11_9,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f100825t01p00r05_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f100825t01p00r05_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f100825t01p00r05_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f100825t01p00r05_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f100825t01p00r05_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f100825t01p00r05_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_10,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_11,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_12,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_13,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_14,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_15,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_16,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_17,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_18,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_7,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_8,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f131030t01p00r14_9,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_10,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_11,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_12,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_13,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_14,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_15,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_16,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_17,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_18,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_19,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_20,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_7,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_8,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170119t01p00r09_9,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f170507t01p00r09_10,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f170507t01p00r09_11,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_12,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_13,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_14,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_15,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_16,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_17,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_18,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_19,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f170507t01p00r09_20,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_21,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_22,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_23,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_24,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_25,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_26,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r09_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f170507t01p00r09_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f170507t01p00r09_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f170507t01p00r09_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f170507t01p00r09_7,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f170507t01p00r09_8,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f170507t01p00r09_9,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,71,0,,,,
f170507t01p00r10_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_10,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_11,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_12,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_13,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_14,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,71,81,0,,,,
f170507t01p00r10_15,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_16,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,91,91,0,,,,
f170507t01p00r10_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,76,76,0,,,,
f170507t01p00r10_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_7,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_8,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f170507t01p00r10_9,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_10,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_11,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_12,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
